index,title,url,video_id,uploader,uploader_id,uploader_url,upload_date,duration,view_count,like_count,comment_count,tags,categories,description,thumbnail,age_limit,is_live,was_live,availability,webpage_url,original_url,error
42,Sponsor Presentation - How to build stunning Data Science Web applications in Python,https://www.youtube.com/watch?v=vXQ6B2XwQ2g,vXQ6B2XwQ2g,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3249.0,1472.0,19.0,1.0,,Education,"By Vincent Gosselin and Florian Jacta

Sponsor: Taipy

This workshop presents Taipy, a new low-code Python package that allows you to create complete Data Science applications, including graphical visualization and managing algorithms, pipelines, and scenarios. It is composed of two main independent components:

- Taipy Core

- Taipy GUI.

In this workshop, participants will learn how to use:

- Taipy Core to create scenarios, use models, retrieve metrics easily, version control their application configuration,

- Taipy GUI to create an interactive and powerful user interface in a few lines of code.

- Taipy Studio, a brand-new pipeline graphical editor inside VS Code that facilitates the creation of scenarios and pipelines.

They will be used to build a complete interactive AI application where the end user can explore data and execute pipelines (make predictions) from within the application.

With Taipy, the Python developer can transform simple pilots into production-ready end-user applications. Taipy GUI goes way beyond the capabilities of the standard graphical stack: Gradio, Streamlit, Dash, etc. Similarly, Taipy Core is simpler yet more powerful than the standard Python back-end stack.",https://i.ytimg.com/vi_webp/vXQ6B2XwQ2g/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=vXQ6B2XwQ2g,https://www.youtube.com/watch?v=vXQ6B2XwQ2g,
43,Sponsor Presentation - Tuana Celik: Building LLM-based Agents,https://www.youtube.com/watch?v=LP8c9Vu9mOQ,LP8c9Vu9mOQ,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2117.0,993.0,21.0,1.0,,Education,"Full title: Building LLM-based Agents: How to develop smart NLP-driven apps with Haystack
Sponsor: deepset

Large Language Models (LLMs), like ChatGPT, have taken the Internet by storm. People are amazed at how these models can generate language with the snapshot of general world knowledge they have accumulated. However, in many real-world use cases a snapshot of general world knowledge is not enough. How do you equip them with the relevant tools to solve a task - like SQL, a CRM or web search? Or for a task, how do you control which tool is used or which knowledge base is referred to? Using LLMs as so-called “Agents” allows you to use them as a decision maker in your application that react to all sorts of user requests. Given a user request, the agents can create an action plan.

In this talk, we will learn how to build agent-driven applications with Haystack. We will show how to build an agent and connect it to other tools or knowledge bases. We will illustrate the concept with practical use cases and examples. Each step will be accompanied by code examples. By the end of the talk, you will have seen these concepts applied in practice, and you will be able to build an agent-driven application for your own use case.",https://i.ytimg.com/vi_webp/LP8c9Vu9mOQ/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=LP8c9Vu9mOQ,https://www.youtube.com/watch?v=LP8c9Vu9mOQ,
44,Sponsor Presentation - Paul Everitt: Joyful Django DX with PyCharm,https://www.youtube.com/watch?v=t3Iz5VIIOrM,t3Iz5VIIOrM,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3698.0,632.0,9.0,,,Education,"Sponsor: JetBrains

Django and Python make fullstack and API web projects a breeze. But as Python has matured, significant tooling has risen to improve the development experience (DX). Can you use this tooling, in a modern editor and IDE, to stay in the flow and make your development…joyful?

In this session we’ll put PyCharm to work, at helping us work. Navigation, refactoring, autocomplete – the usual suspects. We’ll also see “test-first” development to stay in the IDE, plus how this can apply to frontends. Finally, we’ll follow along with topics from Adam Johnson’s book “Boost Your Django DX”, with a surprise at the end.",https://i.ytimg.com/vi/t3Iz5VIIOrM/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=t3Iz5VIIOrM,https://www.youtube.com/watch?v=t3Iz5VIIOrM,
45,"Sponsor Presentation - Fixing legacy code, one pull request at a time",https://www.youtube.com/watch?v=6bQe83wzJjU,6bQe83wzJjU,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3221.0,654.0,1.0,,,Education,"By Guillaume Dequenne

Sponsor: Sonar

Dealing with legacy codebases can be a chore. In this workshop, we talk about modernizing an old Flask application one pull request at a time while incorporating Python best practices.

We will talk about how to integrate Code Quality tools in your workflow and in your IDE, so that every pull request is checked to good standards.

By the end of this Workshop, we hope everyone can set up a workflow that removes technical debt over time and makes their codebases sustainable.

This presentation can be followed interactively. In order to do so, make sure that you meet the following prerequisites: - Have an account on GitHub and be logged-in - Fork the workshop GitHub repository in your personal account, with all its branches (by default, only the main branch is forked): https://github.com/SonarSource/pycon-sonar-workshop - Optionally, have Git and an IDE (PyCharm/VSCode) to clone the application locally",https://i.ytimg.com/vi_webp/6bQe83wzJjU/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=6bQe83wzJjU,https://www.youtube.com/watch?v=6bQe83wzJjU,
46,Sponsor Presentation - Python & Bloomberg: An Open Source Duo,https://www.youtube.com/watch?v=ZuN05nCmYqo,ZuN05nCmYqo,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3428.0,2099.0,14.0,,,Education,"Presented by:
- Pradyun Gedam
- Bernat Gabor
- Laszlo Kiss Kollar
- Mario Corchero
- Matt Wozniski
- Pablo Galindo Salgado

Sponsor: Bloomberg

Join this talk where we will briefly introduce Bloomberg and have some of our engineers discuss their engagement in the Python Open Source ecosystem. We will also present some exciting troubleshooting tools that are widely used at Bloomberg that we are publishing as open source. You will leave this talk having learned about the technical details and new features related to these open source tools, which you might use daily in the future!",https://i.ytimg.com/vi/ZuN05nCmYqo/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=ZuN05nCmYqo,https://www.youtube.com/watch?v=ZuN05nCmYqo,
47,Sponsor Presentation—Advancements in High-Performance AI/ML through PyTorch's Python Compiler,https://www.youtube.com/watch?v=sKFwS0TEHHM,sKFwS0TEHHM,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1441.0,582.0,5.0,1.0,,Education,"Full title: Breaking Boundaries: Advancements in High-Performance AI/ML through PyTorch's Python Compiler
By Sam Gross, Justin Jeffress and Suraj Subramanian

Sponsor: Meta

As GPUs continue to become faster, PyTorch, one of the most widely used frameworks in AI/ML has faced challenges keeping up with performance demands. To mitigate this, parts of PyTorch have been moved into C++. This approach goes against the original intent of PyTorch as a Python-based framework and complicates contributions from the community. The PyTorch development team recognized the need to address these challenges while maintaining PyTorch's Python roots and set ambitious goals to improve performance, decrease memory usage, enable state-of-the-art distributed capabilities, and ensure more PyTorch code is written in Python. To achieve these goals, they developed a Python compiler. Attendees of this talk will get an inside look at how the PyTorch development team approached these challenges and implemented their innovative solution to achieve a 43% speedup in performance. We will discuss the benefits and challenges of this approach, as well as the techniques and technologies used to build the PyTorch Python compiler. This talk will provide valuable insights into the development process of and offer attendees a deeper understanding of how PyTorch continues to evolve and innovate.",https://i.ytimg.com/vi/sKFwS0TEHHM/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=sKFwS0TEHHM,https://www.youtube.com/watch?v=sKFwS0TEHHM,
48,Sponsor Presentation - Python Profiling State of the World,https://www.youtube.com/watch?v=AXfGItDF3nQ,AXfGItDF3nQ,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3353.0,919.0,14.0,2.0,,Education,"By Shana Matthews and Indragie Karunaratne

Sponsor: Sentry

Most Python devs are familiar with built-in profiling tools like cProfile, but the world of profilers has expanded rapidly. In this hands-on workshop we'll explore various open-source profiling technologies with different overhead and accuracy tradeoffs, as well as several ways of visualizing profile data like flow charts, call trees, and flamegraphs.",https://i.ytimg.com/vi_webp/AXfGItDF3nQ/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=AXfGItDF3nQ,https://www.youtube.com/watch?v=AXfGItDF3nQ,
49,Sponsor Presentation - Python Meets Heterogeneous Computing,https://www.youtube.com/watch?v=qCLBNHGohz8,qCLBNHGohz8,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3528.0,331.0,1.0,,,Education,"Full title: Python Meets Heterogeneous Computing: An Exploration of Distributed Computations
By William Cunningham and Santosh Kumar Radha

Sponsor: Covalent

In this talk, we will delve into the exciting world of advanced hardware and its use for distributed computations. As the heterogeneous computing landscape evolves with the introduction of quantum computers, GPUs, and specialized hardware, we will explore the interesting patterns in Python that allow us to interact with this heterogeneity and maximize performance effectively. The talk will address the challenges of distributed computations in the heterogeneous computing era, including monitoring real-time calculations, rapid iteration, prototyping in complex experiments, and ensuring smooth production runs with long access queues in specialized hardware. However, we will not only highlight the difficulties but also share valuable strategies for overcoming these obstacles and achieving optimal performance in these environments using open-source tools.",https://i.ytimg.com/vi_webp/qCLBNHGohz8/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=qCLBNHGohz8,https://www.youtube.com/watch?v=qCLBNHGohz8,
50,Sponsor Presentation - Flagging in the Backend: Shipping API's with Flask and LaunchDarkly,https://www.youtube.com/watch?v=AbI30_83wWE,AbI30_83wWE,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3063.0,392.0,3.0,,,Education,"By Cody De Arkland

Sponsor: LaunchDarkly

Everyone acts like the party is in the Frontend, but the Backend is what keeps your platforms running. Python has a number of options for building backend API's but the most common are Flask and Django. API's are the backbone of most applications, and shipping new ones is often risky - but they don't have to be. In this session, Cody will take you through where he started his coding journey with Python and Flask, go hands on with examples of backend API's, and show how you can ship faster and safer using feature flags.",https://i.ytimg.com/vi_webp/AbI30_83wWE/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=AbI30_83wWE,https://www.youtube.com/watch?v=AbI30_83wWE,
51,Sponsor Presentation—Breaking Away from the Empire: Avoiding the Evil Clutches of If-Then Statements,https://www.youtube.com/watch?v=-VFPRdc0EZA,-VFPRdc0EZA,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3173.0,795.0,7.0,,,Education,"By Jason Koo and Alison Cossette

Sponsor: neo4j

Become a Rebel and learn how to create a hyperspace navigation app to avoid Imperial patrols using the power of graphs in Python! Say goodbye to complex if-then statements and embrace a more elegant and flexible approach. In this talk we'll introduce graphs as a data structure, how to model this kind of data, and how to use them in place of more complicated logic code. Discover how graphs can simplify decision-making logic in your code for improved readability and extensibility.

Join us on a journey to break free from the empire of if-then statements and unlock the full potential of your data. Expand your toolset and liberate your code!",https://i.ytimg.com/vi/-VFPRdc0EZA/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=-VFPRdc0EZA,https://www.youtube.com/watch?v=-VFPRdc0EZA,
52,Sponsor Presentation—The ChatGPT Privacy Tango: Dancing with Data Security and Large Language Models,https://www.youtube.com/watch?v=sGn6BuldvIk,sGn6BuldvIk,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,3002.0,386.0,4.0,,,Education,"By Jason Mancuso and Mike Gardner

Sponsor: Cape Privacy

In the world of AI and natural language processing, privacy and utility often find themselves engaged in a delicate dance. As users attempt to leverage the power of Large Language Models (LLMs) like ChatGPT for sensitive or confidential data, they face the challenge of maintaining privacy without compromising the value these models bring. Enter the ""ChatGPT Privacy Tango"" – a metaphor for the intricate steps needed to balance these competing interests.

During this talk, we'll delve into a system we've designed to help users navigate the Privacy Tango, striking a balance between preserving privacy and maximizing utility with ChatGPT and LLMs. We'll discuss the significance of protecting personally identifiable information (PII) and maintaining data security while still enjoying the advantages of AI-powered language models. Additionally, we'll cover the pros and cons of this approach and touch on alternative systems that we've considered.

We invite you to join us as we explore the fascinating interplay of data privacy, secure enclaves, and PII removal, shedding light on the path towards more privacy-aware applications with Large Language Models. By the end of our session, you'll be better prepared to dance the ChatGPT Privacy Tango, armed with the knowledge and tools needed to safeguard sensitive information while harnessing the power of ChatGPT and LLMs.",https://i.ytimg.com/vi_webp/sGn6BuldvIk/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=sGn6BuldvIk,https://www.youtube.com/watch?v=sGn6BuldvIk,
53,"Talks - Nicholas H.Tollervey, Paul Everitt: Build Yourself a PyScript",https://www.youtube.com/watch?v=Fcp1eQCeD6U,Fcp1eQCeD6U,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2368.0,1338.0,21.0,5.0,,People & Blogs,"PyScript and Pyodide have gained a lot of attention, as Python in the browser presents interesting opportunities. And architectural questions as well. What does it mean to write an extensible, friendly web platform targeting Python?

In this talk, learn how PyScript works and watch a treatment of key technical issues for writing web apps with the WebAssembly version of Python. What does “file” mean? How do you install something? What are web workers and how do they impact your architecture?

PyScript itself is constantly evolving on these topics. Come for a spirited discussion with a fast-paced format.",https://i.ytimg.com/vi_webp/Fcp1eQCeD6U/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=Fcp1eQCeD6U,https://www.youtube.com/watch?v=Fcp1eQCeD6U,
54,Talks - Bert Wagner: Cross-Server Data Joins on Slow Networks with Python,https://www.youtube.com/watch?v=2uM4MQtu8Us,2uM4MQtu8Us,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1717.0,592.0,7.0,1.0,,Education,"While working from home has its perks, you've found one thing missing in your remote work life: speed of network data transfer. It doesn't matter if you can write the most efficient Python data transformation code when your jobs are bottlenecked by slow data movement happening between your local laptop and remote servers.

In this talk we will address techniques for querying and joining data across distant machines efficiently with Python. We will also discuss how to handle scenarios where you need to join datasets that won't fit in your laptop's memory, including several techniques and packages for making cross server joins.

This session won't stop you from getting angry when your ISP throttles your home internet connection, but it will teach you ways to work with local and remote datasets as efficiently as possible.",https://i.ytimg.com/vi_webp/2uM4MQtu8Us/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=2uM4MQtu8Us,https://www.youtube.com/watch?v=2uM4MQtu8Us,
55,"Talks - Brandt Bucher: Inside CPython 3.11's new specializing, adaptive interpreter",https://www.youtube.com/watch?v=shQtrn1v7sQ,shQtrn1v7sQ,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1381.0,3588.0,118.0,4.0,,Education,"Python 3.11 was released on October 24th, bringing with it a new ""specializing, adaptive interpreter."" As one of the engineers who works on this ambitious project, my goal is to introduce you to the fascinating way that your code now optimizes itself as it's running, and to explore the different techniques employed under-the-hood to make your programs 25% faster on average. Along the way, we'll also cover many of the challenges faced when optimizing dynamic programming languages, some of the tools you can use to observe the new interpreter in action, and what we're already doing to further improve performance in Python 3.12 and beyond.",https://i.ytimg.com/vi/shQtrn1v7sQ/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=shQtrn1v7sQ,https://www.youtube.com/watch?v=shQtrn1v7sQ,
56,Talks - Victor Stinner: Introducing incompatible changes in Python,https://www.youtube.com/watch?v=NaMWU_mJ8Ic,NaMWU_mJ8Ic,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2581.0,1129.0,14.0,,,Education,"In the Python 2 era, it was decided to migrate at a D-Day: convert all your code base to Python 3. It didn't go as well as expected. We learnt lessons from this mistake. Incompatible changes are now introduced differently in Python.

Today, changes start with a deprecation warning for at least two Python releases before removing old functions. We think about how to write a single code base working on the old and new Python versions. More and more often, instructions to migrate existing code are provided, or even automated tools. Changes breaking too many projects are reverted when there is not enough time to update enough projects. Code search helps detecting affected projects, notify them, and maybe also propose changes to prepare their code.

In the future, Python is working on a stable ABI to be able to build C extensions once and use them on many Python versions. The HPy project is an interesting candidate for this goal. More and more projects are being tested on the Python version currently under development (Python 3.12)",https://i.ytimg.com/vi/NaMWU_mJ8Ic/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=NaMWU_mJ8Ic,https://www.youtube.com/watch?v=NaMWU_mJ8Ic,
57,Talks - Ron Nathaniel: How To Monitor and Troubleshoot Applications using OpenTelemetry,https://www.youtube.com/watch?v=oTzIieqwMW0,oTzIieqwMW0,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1467.0,1463.0,30.0,5.0,,Education,"OpenTelemetry is a free, open-source Observability Protocol. OpenTelemetry sits at the application layer, and exports Traces, Metrics, and Logs to a backend for observing. It is extremely helpful and beneficial to developers in the mean ""time-to-detection"" and ""time-to-resolution"" of bugs and issues that occur at the application layer; this ranges from detecting and alerting for errors raised (such as TypeError), to finding that a specific microservice (such as AWS Lambda) ran for twice as long as usual, all the way to seeing the output of a service and comparing it to the expected output to find a bug in the logic of the service.

This talk is meant as a great eye-opening introduction into basic Monitoring and Troubleshooting code that may be running in a galaxy far, far away on a Cloud Provider’s computer. This talk is geared towards complete beginners to the Monitoring and Observability world, and to show them just how easy it is to get set up and running. No OpenTelemetry or otherwise experience is needed, just a basic understanding of Python syntax to read and understand the minimal code changes required for OpenTelemetry.",https://i.ytimg.com/vi_webp/oTzIieqwMW0/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=oTzIieqwMW0,https://www.youtube.com/watch?v=oTzIieqwMW0,
58,Talks - Erik Tollerud: How Python is Behind the Science of the James Webb Space Telescope,https://www.youtube.com/watch?v=R8UvJ7XZw8s,R8UvJ7XZw8s,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1871.0,900.0,19.0,2.0,,Education,"The James Webb Space Telescope (JWST) is one of the largest science projects in history. Its aim is to blow the door open on infrared astronomy: it has already found the earliest galaxies, will reveal the birth of stars and planets, and look for planets that could harbor life outside our solar system. Not to mention it has and will produce a lot of spectacular pictures that help us all understand our place in the cosmos in a way never before possible. And while there were many varied programming languages used for development and operation of JWST, the language used for most of the science is Python.

In this talk I will walk through some of the early science of JWST and how it has been made possible by Python and the broad and deep open source Python scientific ecosystem.",https://i.ytimg.com/vi_webp/R8UvJ7XZw8s/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=R8UvJ7XZw8s,https://www.youtube.com/watch?v=R8UvJ7XZw8s,
59,Talks - Uzoma Nicholas Muoh: Improving Efficiency in Transportation Networks using Python,https://www.youtube.com/watch?v=J0W3_C0HjpE,J0W3_C0HjpE,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1672.0,782.0,10.0,2.0,,Education,"When we think about what Python is for, we often think of things like analytics, machine learning, and web apps, but python is a workhorse that plays a tremendous and often invisible role in our day-to-day lives, from medicine to finance, and even the transportation of goods from manufacturers to the shelves of our neighborhood stores.

Transportation networks are highly dynamic, goods are always moving from point A to point B and money is being gained or lost every minute. Improving efficiency in a transportation network is critical to the survival of a business that provides transportation and distribution services as well as ensuring timely delivery of goods to customers.

This talk examines three real-world examples of how Python is used to improve the efficiency of transportation networks, particularly we will explore:

* Finding the optimal match between a driver and a load at the lowest possible cost using Google's ortools;
* Generating recommendations for macro level optimizations to a transportation network using networkX; and 
* Helping the decision making process by answering the question ""Should I accept this work?"" using skfuzzy.

Key Takeaways include:
* Graph analytics and data science concepts that facilitate getting goods from manufacturers to stores more efficiently and at a lower cost to businesses; and
* An appreciation of the complexity of the logistics industry and the role Python plays in making the life of drivers better.",https://i.ytimg.com/vi_webp/J0W3_C0HjpE/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=J0W3_C0HjpE,https://www.youtube.com/watch?v=J0W3_C0HjpE,
60,"Talks - Christopher Ariza: Building NumPy Arrays from CSV Files, Faster than Pandas",https://www.youtube.com/watch?v=ppPXPVV4rDc,ppPXPVV4rDc,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1606.0,1155.0,18.0,,,Education,"Twenty years ago, in 2003, Python 2.3 was released with csv.reader(), a function that provided support for parsing CSV files. The C implementation, proposed in PEP 305, defines a core tokenizer that has been a reference for many subsequent projects. Two commonly needed features, however, were not addressed in csv.reader(): determining type per column, and converting strings to those types (or columns to arrays). Pandas read_csv() implements automatic type conversion and realization of columns as NumPy arrays (delivered in a DataFrame), with performance good enough to be widely regarded as a benchmark. Pandas implementation, however, does not support all NumPy dtypes. While NumPy offers loadtxt() and genfromtxt() for similar purposes, the former (recently re-implemented in C) does not implement automatic type discovery, while the latter (implemented in Python) suffers poor performance at scale.

To support reading delimited files in StaticFrame (a DataFrame library built on an immutable data model), I needed something different: the full configuration options of Python's csv.reader(); optional type discovery for one or more columns; support for all NumPy dtypes; and performance competitive with Pandas read_csv().

Following the twenty-year tradition of extending csv.reader(), I implemented delimited_to_arrays() as a C extension to meet these needs. Using a family of C functions and structs, Unicode code points are collected per column (with optional type discovery), converted to C-types, and written into NumPy arrays, all with minimal PyObject creation or reference counting. Incorporated in StaticFrame, performance tests across a range of DataFrame shapes and type heterogeneity show significant performance advantages over Pandas. Independent of usage in StaticFrame, delimited_to_arrays() provides a powerful new resource for converting CSV files to NumPy arrays. This presentation will review the background, architecture, and performance characteristics of this new implementation.",https://i.ytimg.com/vi_webp/ppPXPVV4rDc/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=ppPXPVV4rDc,https://www.youtube.com/watch?v=ppPXPVV4rDc,
61,"Talks - Hannah, Lalleh, Timothy, Uma: Instrumentation Nightmares: A review of our toughest cases",https://www.youtube.com/watch?v=VLn512ofaSU,VLn512ofaSU,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2402.0,664.0,8.0,,,Education,"Ever wonder how companies like New Relic, Data Dog, and Sentry instrument your code? In this talk we will briefly review how to hook into the Python import system in order to instrument code. We'll present some useful design patterns and tricks of the trade. Then, we'll launch straight into real world examples and challenging instrumentation we've done over the years. Take a deep dive with us into some of the most popular Python libraries in use today and learn how they work underneath. We'll talk about proxies, wrapt, async, Python's web server specifications, and more! You will walk away from this talk with an understanding of how instrumentation works under the hood and how to make your own code instrumentation friendly. You'll also learn about various design patterns; some that are gotos for instrumentation and some that make instrumentation nightmarishly difficult. We hope you will join us on this instrumentation journey and come away with an understanding of how it all works to make developer's lives easier.",https://i.ytimg.com/vi_webp/VLn512ofaSU/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=VLn512ofaSU,https://www.youtube.com/watch?v=VLn512ofaSU,
62,Talks - Paul Ganssle: Working with Time Zones: Everything You Wish You Didn't Need to Know,https://www.youtube.com/watch?v=rYzgroaK8_Q,rYzgroaK8_Q,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1809.0,1304.0,40.0,,,Education,"Time zones are complicated, but they are a fact of engineering life. Time zones have skipped entire days and repeated others. There are time zones that switch to DST twice per year. But not necessarily every year. In Python it's even possible to create datetimes with non-transitive equality (a == b, b == c, a != c).

In this talk you'll learn about Python's time zone model and other concepts critical to avoiding datetime troubles. Using the zoneinfo module introduced in Python 3.9 (PEP 615), this talk covers how to deal with ambiguous and imaginary times, datetime arithmetic around a Daylight Savings Time transition, and datetime's new fold attribute, introduced in Python 3.6 (PEP 495).",https://i.ytimg.com/vi/rYzgroaK8_Q/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=rYzgroaK8_Q,https://www.youtube.com/watch?v=rYzgroaK8_Q,
63,Charlas - Marlene Marchena: Mi viaje personal enseñando programación a alumnos neurodivergentes,https://www.youtube.com/watch?v=DmIKk1wGSvE,DmIKk1wGSvE,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1847.0,184.0,3.0,,,Education,"Esta historia comienza cuando un niño de nueve años me dijo que quería aprender python. También me dijo que la escuela era aburrida y que no tenía amigos. ¿Te suena esta historia familiar? Pues a mí sí, es por ese motivo que decidi enseñar programación a niños. A lo largo de los años me he confrontado a alumnos neurodivergentes (puede incluir autismo, TDAH, dislexia, dispraxia, etc.). En esta charla, voy a compartir mi experiencia del uso de la tecnología para romper la barrera del aislamiento y el estigma que pesa sobre las personas neurodivergentes. Proporcionando una experiencia educativa inclusiva y adaptada a los diferentes estilos de aprendizaje, es posible cambiar el paradigma de la educación y el empleo para las personas neurodivergentes.",https://i.ytimg.com/vi_webp/DmIKk1wGSvE/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=DmIKk1wGSvE,https://www.youtube.com/watch?v=DmIKk1wGSvE,
64,Talks - Juliana Karoline de Sousa: Create interactive games using MicroPython and electronics,https://www.youtube.com/watch?v=teALLngESw0,teALLngESw0,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1789.0,673.0,8.0,,,Education,"Do you want to have fun and learn Python? Let's learn how to use electronics and programming to create games using MicroPython and a micro:bit board. In this talk you'll learn how the micro:bit board works with MicroPython and how you can use push buttons, an accelerometer sensor and a LED display to create interactive games. The game examples will be Chase the Dot, Genius and Car Crash. For each game we'll see how the game works, the source code and a demonstration.",https://i.ytimg.com/vi_webp/teALLngESw0/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=teALLngESw0,https://www.youtube.com/watch?v=teALLngESw0,
65,Talks - Samweli Mwakisambwe: Using Python and PyQgis to make cool maps,https://www.youtube.com/watch?v=py93-Z8BUBY,py93-Z8BUBY,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,1589.0,823.0,11.0,,,Education,"QGIS is a freely downloadable open source GIS software suite that contains a desktop option, mobile, and web component. QGIS is free to download and use, it is released with a GPL v3 license allowing users to download and use it without concerns compared to other GIS software.

QGIS core support in creating different types of maps, thanks to the recent features updates QGIS version 3.14 was released with a Temporal Controller feature that is responsible for handling all the temporal layers inside QGIS. Temporal support was added in the core part of QGIS hence users can now easily create animation maps from temporal location datasets inside QGIS without any additional plugin.

QGIS has scripting support using Python language, it also allows enhancement to its functionality through plugins that are written using Python language. This usage of the Python language in QGIS (PyQgis) is achieved by using SIP and PyQt. Through the bindings QGIS has exposed its core functionality via PyQgis API that can be used to create standalone python applications that can use QGIS features in making maps.

The aim of this talk will be to showcase how one could use Python and QGIS to build map animations from temporal location data using the QGIS Temporal Controller Python API. The session will also provide a guide on PyQgis Temporal API, python scripting inside QGIS, how to build standalone python applications and how to create QGIS python plugins that can help in making maps.

The talk is aimed at Python geospatial programmers and anyone looking to learn how to use open source tools in analyzing location data. Expecting to raise the participant's awareness and value about the work done and on the open source tools used in the geospatial field.",https://i.ytimg.com/vi_webp/py93-Z8BUBY/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=py93-Z8BUBY,https://www.youtube.com/watch?v=py93-Z8BUBY,
66,"Talks - Gajendra Deshpande: Three Musketeers: Sherlock Holmes, Mathematics and Python",https://www.youtube.com/watch?v=tyFFj1_lu_s,tyFFj1_lu_s,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2126.0,552.0,3.0,,,Education,"Mathematics is a science and one of the most important discoveries of the human race on earth. Math is everywhere and around us. It is in nature, music, sports, economics, engineering, and so on. In our daily life, we use mathematics knowingly and unknowingly. Many of us are unaware that forensic experts use mathematics to solve crime mysteries. In this talk, we will explore how Sherlock Holmes, the famous fictional detective character created by Sir Arthur Conan Doyle uses Mathematics and Python programming language to solve crime mysteries. We will solve simple crime puzzles using mathematics and python scripts. Finally, we will solve a few complex hypothetical crime mysteries using advanced python concepts. The participants will learn how to use the concepts of mathematics such as statistics, probability, trigonometry, and graph theory, and python and its packages such as SciPy, NumPy, and Matplotlib to solve the crime puzzles.",https://i.ytimg.com/vi_webp/tyFFj1_lu_s/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=tyFFj1_lu_s,https://www.youtube.com/watch?v=tyFFj1_lu_s,
