0
""
"{'index': 2, 'title': '[PyBR2022] Abertura da Python Brasil 2022', 'url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys', 'video_id': 'sXWD4KHn9Ys', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 932, 'view_count': 1643, 'like_count': 138, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/sXWD4KHn9Ys/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys', 'original_url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys'}"
"{'index': 33, 'title': 'Pensando e Fazendo: introdução à filosofia da tecnologia - Pedro Rendeiro [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=OihMO3WAkzc', 'video_id': 'OihMO3WAkzc', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2046, 'view_count': 345, 'like_count': 53, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/OihMO3WAkzc/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=OihMO3WAkzc', 'original_url': 'https://www.youtube.com/watch?v=OihMO3WAkzc'}"
"{'index': 34, 'title': 'Engineering Manager: o primeiro ano - Tarsis Azevedo [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=gEM32vG6Ppk', 'video_id': 'gEM32vG6Ppk', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2773, 'view_count': 618, 'like_count': 62, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/gEM32vG6Ppk/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=gEM32vG6Ppk', 'original_url': 'https://www.youtube.com/watch?v=gEM32vG6Ppk'}"
"{'index': 35, 'title': 'Python - uma linguagem para todas as áreas do conhecimento [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=OBRmdl9AAc8', 'video_id': 'OBRmdl9AAc8', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2955, 'view_count': 200, 'like_count': 20, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/OBRmdl9AAc8/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=OBRmdl9AAc8', 'original_url': 'https://www.youtube.com/watch?v=OBRmdl9AAc8'}"
"{'index': 36, 'title': 'Python para quem usa planilhas - Anicely Santos [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=eAkOKJt5l6s', 'video_id': 'eAkOKJt5l6s', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2014, 'view_count': 489, 'like_count': 61, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/eAkOKJt5l6s/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=eAkOKJt5l6s', 'original_url': 'https://www.youtube.com/watch?v=eAkOKJt5l6s'}"
"{'index': 37, 'title': 'Autismo, neurodivergência e programação - Daniel drumond [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=jkt1BPouNMg', 'video_id': 'jkt1BPouNMg', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2545, 'view_count': 470, 'like_count': 60, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/jkt1BPouNMg/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=jkt1BPouNMg', 'original_url': 'https://www.youtube.com/watch?v=jkt1BPouNMg'}"
"{'index': 38, 'title': 'Sua aplicação web aguenta o tranco? - Claudio Magalhães [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=-6YxB4AKP0w', 'video_id': '-6YxB4AKP0w', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 1862, 'view_count': 327, 'like_count': 26, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/-6YxB4AKP0w/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=-6YxB4AKP0w', 'original_url': 'https://www.youtube.com/watch?v=-6YxB4AKP0w'}"
"{'index': 39, 'title': 'Criando joguinhos interativos com MicroPython e eletrônica - Juliana Sousa [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=0eqef6aCK44', 'video_id': '0eqef6aCK44', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 1914, 'view_count': 341, 'like_count': 37, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/0eqef6aCK44/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=0eqef6aCK44', 'original_url': 'https://www.youtube.com/watch?v=0eqef6aCK44'}"
"{'index': 40, 'title': 'Keynote: Guilherme Felitti - Sexta-feira - Dia 21/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=7WJ0RgPkCUw', 'video_id': '7WJ0RgPkCUw', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 3410, 'view_count': 1331, 'like_count': 105, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/7WJ0RgPkCUw/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=7WJ0RgPkCUw', 'original_url': 'https://www.youtube.com/watch?v=7WJ0RgPkCUw'}"
"{'index': 41, 'title': 'Django, asyncio e websockets - Asa [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=GZm9w77WUkY', 'video_id': 'GZm9w77WUkY', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2467, 'view_count': 1001, 'like_count': 43, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/GZm9w77WUkY/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=GZm9w77WUkY', 'original_url': 'https://www.youtube.com/watch?v=GZm9w77WUkY'}"
"{'index': 42, 'title': 'SRE - A engenharia de confiabilidade do Google - Gustavo  Salles [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=vluAsOhsul0', 'video_id': 'vluAsOhsul0', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2368, 'view_count': 733, 'like_count': 42, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/vluAsOhsul0/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=vluAsOhsul0', 'original_url': 'https://www.youtube.com/watch?v=vluAsOhsul0'}"
"{'index': 43, 'title': 'A cabeça ou você usa, ou atrofia. Exercícios para Iniciantes - Fernando Masanori [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=Ms8y1a5uwt4', 'video_id': 'Ms8y1a5uwt4', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2426, 'view_count': 726, 'like_count': 83, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/Ms8y1a5uwt4/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=Ms8y1a5uwt4', 'original_url': 'https://www.youtube.com/watch?v=Ms8y1a5uwt4'}"
"{'index': 44, 'title': 'Unicode: Lo que necesitas saber como programador de Python - Ariel Ortiz [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=sYWZ23N2Jqg', 'video_id': 'sYWZ23N2Jqg', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2360, 'view_count': 328, 'like_count': 19, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/sYWZ23N2Jqg/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=sYWZ23N2Jqg', 'original_url': 'https://www.youtube.com/watch?v=sYWZ23N2Jqg'}"
"{'index': 45, 'title': 'Apresentação do PyLadies Bioinfo para a comunidade Python [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=FUMIHwVRmXs', 'video_id': 'FUMIHwVRmXs', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 1904, 'view_count': 338, 'like_count': 29, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/FUMIHwVRmXs/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=FUMIHwVRmXs', 'original_url': 'https://www.youtube.com/watch?v=FUMIHwVRmXs'}"
"{'index': 46, 'title': 'Arquitetura Modular com pacotes Python - Dividir para Conquistar - Claudio Sampaio [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=Ccw9Dlw9b2c', 'video_id': 'Ccw9Dlw9b2c', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 1684, 'view_count': 669, 'like_count': 63, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/Ccw9Dlw9b2c/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=Ccw9Dlw9b2c', 'original_url': 'https://www.youtube.com/watch?v=Ccw9Dlw9b2c'}"
"{'index': 47, 'title': 'Keynote: Letícia Portella - Quinta-feira - Dia 20/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=Hqcj2MhtKso', 'video_id': 'Hqcj2MhtKso', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 3558, 'view_count': 868, 'like_count': 67, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/Hqcj2MhtKso/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=Hqcj2MhtKso', 'original_url': 'https://www.youtube.com/watch?v=Hqcj2MhtKso'}"
"{'index': 48, 'title': 'Palestras relâmpago - Quinta-feira - 20/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=ZgVI3lbwFoo', 'video_id': 'ZgVI3lbwFoo', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 2719, 'view_count': 393, 'like_count': 28, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/ZgVI3lbwFoo/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=ZgVI3lbwFoo', 'original_url': 'https://www.youtube.com/watch?v=ZgVI3lbwFoo'}"
"{'index': 49, 'title': 'Educação brasileira: tecnologia cívica e comunidade - Lorena Pereira [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=VBH-xItHt-w', 'video_id': 'VBH-xItHt-w', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 2523, 'view_count': 221, 'like_count': 23, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/VBH-xItHt-w/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=VBH-xItHt-w', 'original_url': 'https://www.youtube.com/watch?v=VBH-xItHt-w'}"
"{'index': 50, 'title': 'MLOps com Airflow: Pipeline automatizado de aprendizado de máquina - Lorena Anunciação [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=oO3ToUIo3cg', 'video_id': 'oO3ToUIo3cg', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 2452, 'view_count': 604, 'like_count': 64, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/oO3ToUIo3cg/sddefault.jpg?v=6350764b', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=oO3ToUIo3cg', 'original_url': 'https://www.youtube.com/watch?v=oO3ToUIo3cg'}"
"{'index': 51, 'title': 'Python no navegador: Conheça o PyScript! -  Italo Vianelli Ribeiro [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=vbLG12D4Bas', 'video_id': 'vbLG12D4Bas', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 1987, 'view_count': 713, 'like_count': 44, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/vbLG12D4Bas/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=vbLG12D4Bas', 'original_url': 'https://www.youtube.com/watch?v=vbLG12D4Bas'}"
"{'index': 52, 'title': 'Como o Numba funciona internamente - Guilherme Leobas [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=4Kk-X7KtT0I', 'video_id': '4Kk-X7KtT0I', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 2636, 'view_count': 319, 'like_count': 32, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/4Kk-X7KtT0I/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=4Kk-X7KtT0I', 'original_url': 'https://www.youtube.com/watch?v=4Kk-X7KtT0I'}"
